layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
layer3,0,6,0.6666666666666666,18,23,12
layer4,0,6,1.0,1,31,1
conv1,0,7,1.0,1,1,1
layer1,0,7,0.8,5,9,4
layer2,0,7,0.6,5,15,3
layer3,0,7,0.8888888888888888,9,29,8
layer4,0,7,0.2857142857142857,7,31,2
conv1,0,8,1.0,1,1,1
layer1,0,8,1.0,4,10,4
layer2,0,8,0.6666666666666666,12,17,8
layer3,0,8,0.75,12,30,9
layer4,0,8,0.45454545454545453,11,36,5
conv1,0,9,1.0,1,1,1
layer1,0,9,1.0,4,10,4
layer2,0,9,0.6666666666666666,9,21,6
layer3,0,9,1.0,2,33,2
layer4,0,9,0.4,5,42,2
conv1,1,0,1.0,1,1,1
layer1,1,0,1.0,4,10,4
layer2,1,0,0.8571428571428571,7,24,6
layer3,1,0,1.0,2,33,2
layer4,1,0,0.625,8,45,5
conv1,1,1,1.0,1,1,1
layer1,1,1,1.0,3,10,3
layer2,1,1,0.8,5,25,4
layer3,1,1,1.0,5,33,5
layer4,1,1,0.5,2,48,1
conv1,1,2,1.0,1,1,1
layer1,1,2,0.6666666666666666,3,10,2
layer2,1,2,1.0,2,26,2
layer3,1,2,1.0,2,33,2
layer4,1,2,0.6,5,49,3
conv1,1,3,1.0,1,1,1
layer1,1,3,1.0,2,11,2
layer2,1,3,1.0,5,26,5
layer3,1,3,1.0,3,33,3
layer4,1,3,1.0,2,51,2
conv1,1,4,1.0,1,1,1
layer1,1,4,1.0,1,11,1
layer2,1,4,1.0,4,26,4
layer3,1,4,1.0,4,33,4
layer4,1,4,1.0,6,51,6
conv1,1,5,1.0,1,1,1
layer1,1,5,1.0,1,11,1
layer2,1,5,1.0,6,26,6
layer3,1,5,1.0,5,33,5
layer4,1,5,0.5,2,51,1
conv1,1,6,1.0,1,1,1
layer1,1,6,1.0,4,11,4
layer2,1,6,0.6,5,26,3
layer3,1,6,1.0,4,33,4
layer4,1,6,0.4,5,52,2
conv1,1,7,1.0,1,1,1
layer1,1,7,0.75,4,11,3
layer2,1,7,1.0,7,28,7
layer3,1,7,1.0,2,33,2
layer4,1,7,0.5,6,55,3
conv1,1,8,1.0,1,1,1
layer1,1,8,0.75,4,12,3
layer2,1,8,0.9,10,28,9
layer3,1,8,1.0,2,33,2
layer4,1,8,1.0,1,58,1
conv1,1,9,1.0,1,1,1
layer1,1,9,1.0,3,13,3
layer2,1,9,1.0,11,29,11
layer3,1,9,0.7272727272727273,11,33,8
layer4,1,9,0.5,6,58,3
conv1,2,0,1.0,1,1,1
layer1,2,0,0.8333333333333334,6,13,5
layer2,2,0,1.0,2,29,2
layer3,2,0,1.0,1,36,1
layer4,2,0,0.2777777777777778,18,61,5
conv1,2,1,1.0,2,1,1
layer1,2,1,0.6,5,14,3
layer2,2,1,1.0,4,29,4
layer3,2,1,1.0,3,36,3
layer4,2,1,1.0,4,74,4
conv1,2,2,1.0,1,2,1
layer1,2,2,1.0,4,16,4
layer2,2,2,0.7142857142857143,7,29,5
layer3,2,2,1.0,5,36,5
layer4,2,2,0.8,5,74,4
conv1,2,3,1.0,1,2,1
layer1,2,3,1.0,7,16,7
layer2,2,3,1.0,2,31,2
layer3,2,3,1.0,2,36,2
layer4,2,3,1.0,3,75,3
conv1,2,4,1.0,1,2,1
layer1,2,4,0.9,10,16,9
layer2,2,4,0.9090909090909091,11,31,10
layer3,2,4,1.0,2,36,2
layer4,2,4,1.0,3,75,3
conv1,2,5,1.0,1,2,1
layer1,2,5,0.9090909090909091,11,17,10
layer2,2,5,1.0,4,32,4
layer3,2,5,0.6666666666666666,3,36,2
layer4,2,5,0.6,5,75,3
conv1,2,6,1.0,1,2,1
layer1,2,6,0.875,8,18,7
layer2,2,6,1.0,4,32,4
layer3,2,6,1.0,1,37,1
layer4,2,6,0.75,4,77,3
conv1,2,7,1.0,2,2,2
layer1,2,7,1.0,5,19,5
layer2,2,7,1.0,4,32,4
layer3,2,7,0.8,5,37,4
layer4,2,7,1.0,3,78,3
conv1,2,8,1.0,1,2,1
layer1,2,8,0.75,4,19,3
layer2,2,8,1.0,2,32,2
layer3,2,8,1.0,5,38,5
layer4,2,8,0.6666666666666666,3,78,2
conv1,2,9,1.0,2,2,2
layer1,2,9,1.0,6,20,6
layer2,2,9,1.0,1,32,1
layer3,2,9,0.8,5,38,4
layer4,2,9,0.5,2,79,1
conv1,3,0,1.0,1,2,1
layer1,3,0,0.75,4,20,3
layer2,3,0,1.0,1,32,1
layer3,3,0,0.8333333333333334,6,39,5
layer4,3,0,0.5,2,80,1
conv1,3,1,1.0,2,2,2
layer1,3,1,1.0,2,21,2
layer2,3,1,1.0,1,32,1
layer3,3,1,0.5,4,40,2
layer4,3,1,0.5,6,81,3
conv1,3,2,0.5,2,2,1
layer1,3,2,0.8,5,21,4
layer2,3,2,0.8,5,32,4
layer3,3,2,1.0,7,42,7
layer4,3,2,0.75,4,84,3
conv1,3,3,1.0,1,3,1
layer1,3,3,1.0,5,22,5
layer2,3,3,1.0,3,33,3
layer3,3,3,1.0,3,42,3
layer4,3,3,0.6666666666666666,9,85,6
conv1,3,4,1.0,1,3,1
layer1,3,4,1.0,5,22,5
layer2,3,4,1.0,5,33,5
layer3,3,4,1.0,2,42,2
layer4,3,4,1.0,4,88,4
conv1,3,5,1.0,1,3,1
layer1,3,5,1.0,3,22,3
layer2,3,5,1.0,4,33,4
layer3,3,5,0.75,4,42,3
layer4,3,5,1.0,4,88,4
conv1,3,6,1.0,2,3,2
layer1,3,6,1.0,1,22,1
layer2,3,6,0.75,4,33,3
layer3,3,6,1.0,5,43,5
layer4,3,6,0.7142857142857143,7,88,5
conv1,3,7,1.0,1,3,1
layer1,3,7,1.0,4,22,4
layer2,3,7,1.0,3,34,3
layer3,3,7,1.0,3,43,3
layer4,3,7,0.5,6,90,3
conv1,3,8,1.0,1,3,1
layer1,3,8,1.0,4,22,4
layer2,3,8,1.0,1,34,1
layer3,3,8,1.0,1,43,1
layer4,3,8,0.875,8,93,7
conv1,3,9,1.0,1,3,1
layer1,3,9,1.0,4,22,4
layer2,3,9,1.0,2,34,2
layer3,3,9,0.75,8,43,6
layer4,3,9,0.7142857142857143,7,94,5
conv1,4,0,1.0,2,3,2
layer1,4,0,1.0,7,22,7
layer2,4,0,0.8,5,34,4
layer3,4,0,1.0,2,45,2
layer4,4,0,1.0,1,96,1
conv1,4,1,1.0,1,3,1
layer1,4,1,1.0,9,22,9
layer2,4,1,1.0,3,35,3
layer3,4,1,1.0,1,45,1
layer4,4,1,0.3333333333333333,6,96,2
conv1,4,2,1.0,2,3,2
layer1,4,2,1.0,5,22,5
layer2,4,2,1.0,1,35,1
layer3,4,2,1.0,5,45,5
layer4,4,2,0.6923076923076923,13,100,9
conv1,4,3,1.0,2,3,2
layer1,4,3,1.0,7,22,7
layer2,4,3,1.0,3,35,3
layer3,4,3,0.75,4,45,3
layer4,4,3,0.625,8,104,5
conv1,4,4,1.0,2,3,2
layer1,4,4,1.0,6,22,6
layer2,4,4,1.0,2,35,2
layer3,4,4,1.0,2,46,2
layer4,4,4,0.8,5,107,4
conv1,4,5,1.0,2,3,2
layer1,4,5,0.8333333333333334,6,22,5
layer2,4,5,1.0,1,35,1
layer3,4,5,0.8888888888888888,9,46,8
layer4,4,5,1.0,2,108,2
conv1,4,6,1.0,2,3,2
layer1,4,6,1.0,5,23,5
layer2,4,6,1.0,1,35,1
layer3,4,6,1.0,6,47,6
layer4,4,6,1.0,3,108,3
conv1,4,7,1.0,2,3,2
layer1,4,7,1.0,6,23,6
layer2,4,7,0.6666666666666666,3,35,2
layer3,4,7,1.0,5,47,5
layer4,4,7,0.5,2,108,1
conv1,4,8,1.0,2,3,2
layer1,4,8,1.0,7,23,7
layer2,4,8,1.0,2,36,2
layer3,4,8,1.0,5,47,5
layer4,4,8,0.7142857142857143,7,109,5
conv1,4,9,1.0,2,3,2
layer1,4,9,1.0,5,23,5
layer2,4,9,1.0,1,36,1
layer3,4,9,1.0,1,47,1
layer4,4,9,1.0,3,111,3
conv1,0,1,1.0,1,1,1
layer1,0,1,1.0,4,3,3
layer2,0,1,0.8,9,5,4
layer3,0,1,1.0,3,1,1
layer4,0,1,0.0,5,6,0
conv1,0,2,1.0,1,1,1
layer1,0,2,1.0,5,4,4
layer2,0,2,0.6,10,10,6
layer3,0,2,0.3333333333333333,7,3,1
layer4,0,2,0.2727272727272727,19,11,3
conv1,0,3,1.0,1,1,1
layer1,0,3,1.0,2,5,2
layer2,0,3,0.8571428571428571,7,14,6
layer3,0,3,0.0,2,9,0
layer4,0,3,0.3333333333333333,3,27,1
conv1,0,4,1.0,1,1,1
layer1,0,4,0.6666666666666666,3,5,2
layer2,0,4,1.0,3,15,3
layer3,0,4,0.0,3,11,0
layer4,0,4,0.6666666666666666,3,29,2
conv1,0,5,1.0,1,1,1
layer1,0,5,0.6666666666666666,7,6,4
layer2,0,5,1.0,3,15,3
layer3,0,5,0.5,16,14,7
layer4,0,5,0.6666666666666666,3,30,2
conv1,0,6,1.0,1,1,1
layer1,0,6,1.0,5,9,5
layer2,0,6,1.0,8,15,8
layer3,0,6,0.6666666666666666,18,23,12
layer4,0,6,1.0,1,31,1
conv1,0,7,1.0,1,1,1
layer1,0,7,0.8,5,9,4
layer2,0,7,0.6,5,15,3
layer3,0,7,0.8888888888888888,9,29,8
layer4,0,7,0.2857142857142857,7,31,2
conv1,0,8,1.0,1,1,1
layer1,0,8,1.0,4,10,4
layer2,0,8,0.6666666666666666,12,17,8
layer3,0,8,0.75,12,30,9
layer4,0,8,0.45454545454545453,11,36,5
conv1,0,9,1.0,1,1,1
layer1,0,9,1.0,4,10,4
layer2,0,9,0.6666666666666666,9,21,6
layer3,0,9,1.0,2,33,2
layer4,0,9,0.4,5,42,2
conv1,1,0,1.0,1,1,1
layer1,1,0,1.0,4,10,4
layer2,1,0,0.8571428571428571,7,24,6
layer3,1,0,1.0,2,33,2
layer4,1,0,0.625,8,45,5
conv1,1,1,1.0,1,1,1
layer1,1,1,1.0,3,10,3
layer2,1,1,0.8,5,25,4
layer3,1,1,1.0,5,33,5
layer4,1,1,0.5,2,48,1
conv1,1,2,1.0,1,1,1
layer1,1,2,0.6666666666666666,3,10,2
layer2,1,2,1.0,2,26,2
layer3,1,2,1.0,2,33,2
layer4,1,2,0.6,5,49,3
conv1,1,3,1.0,1,1,1
layer1,1,3,1.0,2,11,2
layer2,1,3,1.0,5,26,5
layer3,1,3,1.0,3,33,3
layer4,1,3,1.0,2,51,2
conv1,1,4,1.0,1,1,1
layer1,1,4,1.0,1,11,1
layer2,1,4,1.0,4,26,4
layer3,1,4,1.0,4,33,4
layer4,1,4,1.0,6,51,6
conv1,1,5,1.0,1,1,1
layer1,1,5,1.0,1,11,1
layer2,1,5,1.0,6,26,6
layer3,1,5,1.0,5,33,5
layer4,1,5,0.5,2,51,1
conv1,1,6,1.0,1,1,1
layer1,1,6,1.0,4,11,4
layer2,1,6,0.6,5,26,3
layer3,1,6,1.0,4,33,4
layer4,1,6,0.4,5,52,2
conv1,1,7,1.0,1,1,1
layer1,1,7,0.75,4,11,3
layer2,1,7,1.0,7,28,7
layer3,1,7,1.0,2,33,2
layer4,1,7,0.5,6,55,3
conv1,1,8,1.0,1,1,1
layer1,1,8,0.75,4,12,3
layer2,1,8,0.9,10,28,9
layer3,1,8,1.0,2,33,2
layer4,1,8,1.0,1,58,1
conv1,1,9,1.0,1,1,1
layer1,1,9,1.0,3,13,3
layer2,1,9,1.0,11,29,11
layer3,1,9,0.7272727272727273,11,33,8
layer4,1,9,0.5,6,58,3
conv1,2,0,1.0,1,1,1
layer1,2,0,0.8333333333333334,6,13,5
layer2,2,0,1.0,2,29,2
layer3,2,0,1.0,1,36,1
layer4,2,0,0.2777777777777778,18,61,5
conv1,2,1,1.0,2,1,1
layer1,2,1,0.6,5,14,3
layer2,2,1,1.0,4,29,4
layer3,2,1,1.0,3,36,3
layer4,2,1,1.0,4,74,4
conv1,2,2,1.0,1,2,1
layer1,2,2,1.0,4,16,4
layer2,2,2,0.7142857142857143,7,29,5
layer3,2,2,1.0,5,36,5
layer4,2,2,0.8,5,74,4
conv1,2,3,1.0,1,2,1
layer1,2,3,0.0,1,16,0
layer2,2,3,1.0,5,31,5
layer3,2,3,1.0,3,36,3
layer4,2,3,0.6666666666666666,3,75,2
conv1,2,4,1.0,2,2,2
layer1,2,4,1.0,2,17,2
layer2,2,4,0.8,5,31,4
layer3,2,4,1.0,2,36,2
layer4,2,4,1.0,2,76,2
conv1,2,5,1.0,2,2,2
layer1,2,5,1.0,1,17,1
layer2,2,5,1.0,4,32,4
layer3,2,5,0.6666666666666666,3,36,2
layer4,2,5,0.6666666666666666,3,76,2
conv1,2,6,1.0,2,2,2
layer1,2,6,1.0,2,17,2
layer2,2,6,1.0,4,32,4
layer3,2,6,1.0,1,37,1
layer4,2,6,1.0,3,77,3
conv1,2,7,1.0,2,2,2
layer1,2,7,1.0,2,17,2
layer2,2,7,1.0,6,32,6
layer3,2,7,0.8,5,37,4
layer4,2,7,0.5333333333333333,15,77,8
conv1,2,8,1.0,2,2,2
layer1,2,8,1.0,2,17,2
layer2,2,8,1.0,2,32,2
layer3,2,8,0.8888888888888888,9,38,8
layer4,2,8,0.8,5,84,4
conv1,2,9,1.0,2,2,2
layer1,2,9,1.0,2,17,2
layer2,2,9,1.0,1,32,1
layer3,2,9,0.8571428571428571,7,39,6
layer4,2,9,1.0,6,85,6
conv1,3,0,1.0,2,2,2
layer1,3,0,1.0,1,17,1
layer2,3,0,1.0,1,32,1
layer3,3,0,0.5,8,40,4
layer4,3,0,1.0,1,85,1
conv1,3,1,1.0,2,2,2
layer1,3,1,1.0,2,17,2
layer2,3,1,1.0,3,32,3
layer3,3,1,0.75,8,44,6
layer4,3,1,0.875,8,85,7
conv1,3,2,1.0,2,2,2
layer1,3,2,1.0,2,17,2
layer2,3,2,0.8,5,32,4
layer3,3,2,1.0,9,46,9
layer4,3,2,0.6,5,86,3
conv1,3,3,1.0,2,2,2
layer1,3,3,1.0,2,17,2
layer2,3,3,1.0,6,33,6
layer3,3,3,1.0,6,46,6
layer4,3,3,0.5,2,88,1
conv1,3,4,1.0,2,2,2
layer1,3,4,1.0,2,17,2
layer2,3,4,1.0,2,33,2
layer3,3,4,1.0,4,46,4
layer4,3,4,0.8888888888888888,9,89,8
conv1,3,5,1.0,2,2,2
layer1,3,5,1.0,2,17,2
layer2,3,5,0.8333333333333334,6,33,5
layer3,3,5,1.0,2,46,2
layer4,3,5,1.0,1,90,1
conv1,3,6,1.0,2,2,2
layer1,3,6,1.0,2,17,2
layer2,3,6,0.875,8,34,7
layer3,3,6,1.0,5,46,5
layer4,3,6,0.6666666666666666,15,90,10
conv1,3,7,1.0,2,2,2
layer1,3,7,1.0,2,17,2
layer2,3,7,1.0,4,35,4
layer3,3,7,0.8571428571428571,7,46,6
layer4,3,7,0.625,16,95,10
conv1,3,8,1.0,2,2,2
layer1,3,8,1.0,2,17,2
layer2,3,8,1.0,3,35,3
layer3,3,8,1.0,2,47,2
layer4,3,8,0.9,10,101,9
conv1,3,9,1.0,2,2,2
layer1,3,9,1.0,2,17,2
layer2,3,9,1.0,1,35,1
layer3,3,9,0.8125,16,47,13
layer4,3,9,0.8,5,102,4
conv1,4,0,1.0,2,2,2
layer1,4,0,1.0,2,17,2
layer2,4,0,1.0,1,35,1
layer3,4,0,1.0,1,50,1
layer4,4,0,0.6666666666666666,3,103,2
conv1,4,1,1.0,2,2,2
layer1,4,1,1.0,2,17,2
layer2,4,1,1.0,2,35,2
layer3,4,1,1.0,2,50,2
layer4,4,1,0.75,12,104,9
conv1,4,2,1.0,2,2,2
layer1,4,2,1.0,2,17,2
layer2,4,2,0.5,6,35,3
layer3,4,2,0.8888888888888888,9,50,8
layer4,4,2,1.0,3,107,3
conv1,4,3,1.0,2,2,2
layer1,4,3,1.0,2,17,2
layer2,4,3,1.0,5,38,5
layer3,4,3,1.0,4,51,4
layer4,4,3,1.0,2,107,2
conv1,4,4,1.0,2,2,2
layer1,4,4,1.0,2,17,2
layer2,4,4,0.8888888888888888,9,38,8
layer3,4,4,1.0,1,51,1
layer4,4,4,0.5,6,107,3
conv1,4,5,1.0,2,2,2
layer1,4,5,1.0,2,17,2
layer2,4,5,1.0,7,39,7
layer3,4,5,0.8461538461538461,13,51,11
layer4,4,5,1.0,1,110,1
conv1,4,6,1.0,2,2,2
layer1,4,6,1.0,2,17,2
layer2,4,6,1.0,6,39,6
layer3,4,6,1.0,4,53,4
layer4,4,6,1.0,1,110,1
conv1,4,7,1.0,2,2,2
layer1,4,7,1.0,2,17,2
layer2,4,7,1.0,4,39,4
layer3,4,7,1.0,6,53,6
layer4,4,7,1.0,1,110,1
conv1,4,8,1.0,2,2,2
layer1,4,8,1.0,2,17,2
layer2,4,8,0.8,15,39,12
layer3,4,8,0.8,5,53,4
layer4,4,8,0.8333333333333334,6,110,5
conv1,4,9,1.0,2,2,2
layer1,4,9,1.0,2,17,2
layer2,4,9,1.0,4,42,4
layer3,4,9,1.0,1,54,1
layer4,4,9,1.0,1,111,1
conv1,0,1,1.0,1,1,1
layer1,0,1,1.0,1,1,1
layer2,0,1,0.0,1,1,0
layer3,0,1,0.0,1,1,0
layer4,0,1,0.0,1,1,0
conv1,0,2,1.0,1,1,1
layer1,0,2,1.0,1,1,1
layer2,0,2,1.0,1,2,1
layer3,0,2,1.0,1,2,1
layer4,0,2,0.0,1,2,0
conv1,0,3,1.0,2,1,1
layer1,0,3,1.0,1,1,1
layer2,0,3,0.0,1,2,0
layer3,0,3,0.0,1,2,0
layer4,0,3,0.0,1,3,0
conv1,0,4,1.0,1,2,1
layer1,0,4,1.0,2,1,1
layer2,0,4,0.5,2,3,1
layer3,0,4,0.5,2,3,1
layer4,0,4,0.3333333333333333,3,4,1
conv1,0,5,1.0,1,2,1
layer1,0,5,1.0,1,2,1
layer2,0,5,0.0,1,4,0
layer3,0,5,0.0,1,4,0
layer4,0,5,0.0,1,6,0
conv1,0,6,1.0,2,2,2
layer1,0,6,0.5,2,2,1
layer2,0,6,1.0,2,5,2
layer3,0,6,1.0,1,5,1
layer4,0,6,0.0,1,7,0
conv1,0,7,1.0,1,2,1
layer1,0,7,1.0,3,3,3
layer2,0,7,1.0,2,5,2
layer3,0,7,1.0,2,5,2
layer4,0,7,1.0,3,8,3
conv1,0,8,1.0,1,2,1
layer1,0,8,0.6666666666666666,3,3,2
layer2,0,8,1.0,1,5,1
layer3,0,8,0.0,2,5,0
layer4,0,8,1.0,1,8,1
conv1,0,9,1.0,1,2,1
layer1,0,9,1.0,1,4,1
layer2,0,9,1.0,1,5,1
layer3,0,9,0.6666666666666666,3,7,2
layer4,0,9,0.0,1,8,0
conv1,1,0,1.0,1,2,1
layer1,1,0,1.0,1,4,1
layer2,1,0,1.0,1,5,1
layer3,1,0,0.5,2,8,1
layer4,1,0,0.0,1,9,0
conv1,1,1,1.0,1,2,1
layer1,1,1,1.0,1,4,1
layer2,1,1,1.0,2,5,2
layer3,1,1,0.0,1,9,0
layer4,1,1,1.0,1,10,1
conv1,1,2,1.0,1,2,1
layer1,1,2,1.0,1,4,1
layer2,1,2,0.3333333333333333,3,5,1
layer3,1,2,0.0,2,10,0
layer4,1,2,0.0,2,10,0
conv1,1,3,1.0,1,2,1
layer1,1,3,1.0,1,4,1
layer2,1,3,1.0,2,7,2
layer3,1,3,0.0,1,12,0
layer4,1,3,0.5,2,12,1
conv1,1,4,0.5,2,2,1
layer1,1,4,1.0,1,4,1
layer2,1,4,1.0,1,7,1
layer3,1,4,1.0,1,13,1
layer4,1,4,1.0,1,13,1
conv1,1,5,1.0,1,3,1
layer1,1,5,0.5,2,4,1
layer2,1,5,1.0,1,7,1
layer3,1,5,1.0,1,13,1
layer4,1,5,0.0,1,13,0
conv1,1,6,1.0,1,3,1
layer1,1,6,1.0,1,5,1
layer2,1,6,0.5,2,7,1
layer3,1,6,0.5,2,13,1
layer4,1,6,0.5,2,14,1
conv1,1,7,1.0,1,3,1
layer1,1,7,1.0,1,5,1
layer2,1,7,1.0,1,8,1
layer3,1,7,0.3333333333333333,3,14,1
layer4,1,7,0.0,2,15,0
conv1,1,8,1.0,1,3,1
layer1,1,8,0.5,2,5,1
layer2,1,8,1.0,1,8,1
layer3,1,8,0.6666666666666666,3,16,2
layer4,1,8,1.0,1,17,1
conv1,1,9,1.0,1,3,1
layer1,1,9,0.6666666666666666,3,6,2
layer2,1,9,1.0,1,8,1
layer3,1,9,1.0,2,17,2
layer4,1,9,0.5,2,17,1
conv1,2,0,1.0,2,3,2
layer1,2,0,0.0,1,7,0
layer2,2,0,0.0,1,8,0
layer3,2,0,1.0,1,17,1
layer4,2,0,1.0,2,18,2
conv1,2,1,1.0,1,3,1
layer1,2,1,1.0,2,8,2
layer2,2,1,1.0,2,9,2
layer3,2,1,1.0,1,17,1
layer4,2,1,0.0,2,18,0
conv1,2,2,1.0,4,3,3
layer1,2,2,1.0,1,8,1
layer2,2,2,1.0,2,9,2
layer3,2,2,0.0,1,17,0
layer4,2,2,0.0,1,20,0
conv1,2,3,1.0,1,4,1
layer1,2,3,1.0,2,8,2
layer2,2,3,1.0,1,9,1
layer3,2,3,1.0,1,18,1
layer4,2,3,1.0,1,21,1
conv1,2,4,1.0,1,4,1
layer1,2,4,1.0,1,8,1
layer2,2,4,1.0,1,9,1
layer3,2,4,1.0,2,18,2
layer4,2,4,0.5,2,21,1
conv1,2,5,1.0,1,4,1
layer1,2,5,1.0,2,8,2
layer2,2,5,1.0,1,9,1
layer3,2,5,1.0,2,18,2
layer4,2,5,0.0,1,22,0
conv1,2,6,1.0,1,4,1
layer1,2,6,0.6666666666666666,3,8,2
layer2,2,6,0.5,2,9,1
layer3,2,6,0.5,2,18,1
layer4,2,6,1.0,1,23,1
conv1,2,7,1.0,1,4,1
layer1,2,7,1.0,2,9,2
layer2,2,7,1.0,1,10,1
layer3,2,7,1.0,1,19,1
layer4,2,7,0.0,2,23,0
conv1,2,8,1.0,1,4,1
layer1,2,8,1.0,1,9,1
layer2,2,8,0.6666666666666666,3,10,2
layer3,2,8,1.0,1,19,1
layer4,2,8,1.0,1,25,1
conv1,2,9,1.0,1,4,1
layer1,2,9,1.0,3,9,3
layer2,2,9,1.0,1,11,1
layer3,2,9,1.0,1,19,1
layer4,2,9,1.0,1,25,1
conv1,3,0,1.0,1,4,1
layer1,3,0,1.0,2,9,2
layer2,3,0,1.0,3,11,3
layer3,3,0,1.0,1,19,1
layer4,3,0,1.0,1,25,1
conv1,3,1,1.0,1,4,1
layer1,3,1,1.0,1,9,1
layer2,3,1,1.0,1,11,1
layer3,3,1,1.0,1,19,1
layer4,3,1,0.0,1,25,0
conv1,3,2,1.0,2,4,2
layer1,3,2,1.0,1,9,1
layer2,3,2,1.0,1,11,1
layer3,3,2,1.0,1,19,1
layer4,3,2,1.0,4,26,4
conv1,3,3,1.0,2,4,2
layer1,3,3,1.0,1,9,1
layer2,3,3,1.0,3,11,3
layer3,3,3,0.5,2,19,1
layer4,3,3,1.0,1,26,1
conv1,3,4,1.0,1,4,1
layer1,3,4,1.0,1,9,1
layer2,3,4,1.0,2,11,2
layer3,3,4,0.5,2,20,1
layer4,3,4,1.0,1,26,1
conv1,3,5,1.0,1,4,1
layer1,3,5,1.0,2,9,2
layer2,3,5,1.0,1,11,1
layer3,3,5,1.0,1,21,1
layer4,3,5,1.0,2,26,2
conv1,3,6,1.0,1,4,1
layer1,3,6,1.0,1,9,1
layer2,3,6,1.0,1,11,1
layer3,3,6,1.0,1,21,1
layer4,3,6,1.0,2,26,2
conv1,3,7,1.0,1,4,1
layer1,3,7,1.0,1,9,1
layer2,3,7,1.0,1,11,1
layer3,3,7,0.0,1,21,0
layer4,3,7,0.5,2,26,1
conv1,3,8,1.0,1,4,1
layer1,3,8,1.0,1,9,1
layer2,3,8,1.0,2,11,2
layer3,3,8,1.0,1,22,1
layer4,3,8,1.0,1,27,1
conv1,3,9,1.0,1,4,1
layer1,3,9,1.0,1,9,1
layer2,3,9,1.0,1,11,1
layer3,3,9,1.0,1,22,1
layer4,3,9,1.0,1,27,1
conv1,4,0,0.5,2,4,1
layer1,4,0,1.0,1,9,1
layer2,4,0,0.0,3,11,0
layer3,4,0,0.0,1,22,0
layer4,4,0,1.0,1,27,1
conv1,4,1,1.0,2,5,2
layer1,4,1,1.0,1,9,1
layer2,4,1,0.6666666666666666,3,14,2
layer3,4,1,0.0,1,23,0
layer4,4,1,0.5,2,27,1
conv1,4,2,1.0,3,5,3
layer1,4,2,1.0,1,9,1
layer2,4,2,1.0,2,15,2
layer3,4,2,0.5,2,24,1
layer4,4,2,1.0,1,28,1
conv1,4,3,1.0,1,5,1
layer1,4,3,1.0,1,9,1
layer2,4,3,1.0,2,15,2
layer3,4,3,1.0,2,25,2
layer4,4,3,0.0,3,28,0
conv1,4,4,1.0,2,5,2
layer1,4,4,1.0,1,9,1
layer2,4,4,0.75,4,15,3
layer3,4,4,1.0,1,25,1
layer4,4,4,0.5,2,31,1
conv1,4,5,1.0,2,5,2
layer1,4,5,1.0,1,9,1
layer2,4,5,1.0,1,16,1
layer3,4,5,0.6666666666666666,3,25,2
layer4,4,5,0.5,2,32,1
conv1,4,6,1.0,2,5,2
layer1,4,6,1.0,1,9,1
layer2,4,6,1.0,1,16,1
layer3,4,6,0.0,3,26,0
layer4,4,6,0.0,1,33,0
conv1,4,7,1.0,1,5,1
layer1,4,7,1.0,1,9,1
layer2,4,7,0.5,2,16,1
layer3,4,7,1.0,1,29,1
layer4,4,7,0.5,2,34,1
conv1,4,8,1.0,1,5,1
layer1,4,8,1.0,1,9,1
layer2,4,8,1.0,1,17,1
layer3,4,8,0.6666666666666666,3,29,2
layer4,4,8,0.6666666666666666,3,35,2
conv1,4,9,1.0,2,5,2
layer1,4,9,1.0,1,9,1
layer2,4,9,1.0,1,17,1
layer3,4,9,0.6666666666666666,3,30,2
layer4,4,9,0.0,1,36,0
conv1,0,1,1.0,1,1,1
layer1,0,1,1.0,1,1,1
layer2,0,1,0.0,1,1,0
layer3,0,1,0.0,1,1,0
layer4,0,1,0.0,1,1,0
conv1,0,2,1.0,1,1,1
layer1,0,2,1.0,1,1,1
layer2,0,2,1.0,1,2,1
layer3,0,2,1.0,1,2,1
layer4,0,2,0.0,1,2,0
conv1,0,3,1.0,2,1,1
layer1,0,3,1.0,1,1,1
layer2,0,3,0.0,1,2,0
layer3,0,3,0.0,1,2,0
layer4,0,3,0.0,1,3,0
conv1,0,4,1.0,1,2,1
layer1,0,4,1.0,2,1,1
layer2,0,4,0.5,2,3,1
layer3,0,4,0.5,2,3,1
layer4,0,4,0.3333333333333333,3,4,1
conv1,0,5,1.0,1,2,1
layer1,0,5,1.0,1,2,1
layer2,0,5,0.0,1,4,0
layer3,0,5,0.0,1,4,0
layer4,0,5,0.0,1,6,0
conv1,0,6,1.0,2,2,2
layer1,0,6,0.5,2,2,1
layer2,0,6,1.0,2,5,2
layer3,0,6,1.0,1,5,1
layer4,0,6,0.0,1,7,0
conv1,0,7,1.0,1,2,1
layer1,0,7,1.0,3,3,3
layer2,0,7,1.0,2,5,2
layer3,0,7,1.0,2,5,2
layer4,0,7,1.0,3,8,3
conv1,0,8,1.0,1,2,1
layer1,0,8,0.6666666666666666,3,3,2
layer2,0,8,1.0,1,5,1
layer3,0,8,0.0,2,5,0
layer4,0,8,1.0,1,8,1
conv1,0,9,1.0,1,2,1
layer1,0,9,1.0,1,4,1
layer2,0,9,1.0,1,5,1
layer3,0,9,0.6666666666666666,3,7,2
layer4,0,9,0.0,1,8,0
conv1,1,0,1.0,1,2,1
layer1,1,0,1.0,1,4,1
